.01, 0.0243343, 0.21388, 0.69
0.02, 0.0244277, 0.191113, 0.74
0.03, 0.0232287, 0.174232, 0.68
0.04, 0.0227394, 0.228207, 0.75
0.05, 0.0263131, 0.180464, 0.71
0.06, 0.041213, 0.240908, 0.72
0.07, 0.0254153, 0.245673, 0.65
0.08, 0.0412901, 0.245357, 0.67
0.09, 0.0351187, 0.240519, 0.71
0.1, 0.0406851, 0.236792, 0.65
0.11, 0.0401053, 0.261474, 0.61
0.12, 0.0346365, 0.21838, 0.7
0.13, 0.047138, 0.307654, 0.66
0.14, 0.0426651, 0.239671, 0.68
0.15, 0.0473865, 0.295886, 0.72
0.16, 0.0496692, 0.282463, 0.63
0.17, 0.0544394, 0.261415, 0.65
0.18, 0.0498148, 0.251421, 0.61
0.19, 0.0501315, 0.320476, 0.59
0.2, 0.0609248, 0.270526, 0.6
0.21, 0.0607435, 0.288918, 0.59
0.22, 0.0463722, 0.280189, 0.57
0.23, 0.0535034, 0.298861, 0.56
0.24, 0.0754536, 0.230212, 0.63
0.25, 0.063992, 0.322035, 0.56
