5, 0.0530175, 0.468442, 0.46
7, 0.0411863, 0.459173, 0.44
9, 0.00618887, 0.433071, 0.48
11, 0.00181852, 0.398215, 0.52
13, 0.000429291, 0.33299, 0.44
15, 0.000191194, 0.297788, 0.58
17, 7.95307e-05, 0.330773, 0.62
19, 7.04352e-05, 0.327051, 0.6
21, 6.40411e-05, 0.282546, 0.58
23, 3.67937e-05, 0.304065, 0.6
25, 2.36699e-05, 0.292506, 0.51
27, 2.07858e-05, 0.259665, 0.55
29, 2.47517e-05, 0.272805, 0.58
31, 1.19883e-05, 0.280318, 0.6
33, 1.02897e-05, 0.290302, 0.66
35, 1.27411e-05, 0.252147, 0.6
37, 1.3154e-05, 0.325839, 0.59
39, 1.01979e-05, 0.261294, 0.59
41, 9.99847e-06, 0.274788, 0.63
43, 9.99818e-06, 0.267337, 0.6
45, 9.99912e-06, 0.25327, 0.62
47, 9.99866e-06, 0.256898, 0.56
49, 9.99836e-06, 0.236073, 0.63
51, 9.99939e-06, 0.24213, 0.63
53, 9.99943e-06, 0.281693, 0.6
55, 9.99943e-06, 0.261371, 0.6
57, 9.99822e-06, 0.257039, 0.59
59, 9.99927e-06, 0.266774, 0.57
